Couqley Gemayzeh,,,,,,,,,,,,,,,
Complete Report,,,,,,,,,,,,,,,
,,,,,,To Date: 31-Jan-2026,,,,,,,,,
14-Feb-26,,,From Date: 01-Jan-2026,,,,,,,,,,Page 1 of, 41,
Summary Of Sales by Items,,,,,,,,,,,,,,,
Description,Qty,Mode 1,,Qty,Mode 2,,Qty,Mode 3,Qty,Mode 4,Qty,Total Amount,,,%
Branch: Couqley Gemayzeh,,,,,,,,,,,,,,,
Division: Alcoholic Beverages,,,,,,,,,,,,,,,
Group: Apero,,,,,,,,,,,,,,,
Grilled Pot & Veg,42.00,170.27,,0.00,0.00,,0.00,0.00,0.00,0.00,42.00,170.27,,,8.48
Mixed Greens Salad,31.00,125.67,,0.00,0.00,,0.00,0.00,0.00,0.00,31.00,125.67,,,6.26
Pain Figue,2.00,9.91,,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,9.91,,,0.49
Pommes De Terres Forestiere,13.00,64.41,,0.00,0.00,,0.00,0.00,0.00,0.00,13.00,64.41,,,3.21
Pommes Frites,61.00,302.26,,0.00,0.00,,0.00,0.00,0.00,0.00,61.00,302.26,,,15.05
Pommes Rissolees,8.00,39.64,,0.00,0.00,,0.00,0.00,0.00,0.00,8.00,39.64,,,1.97
Roasted Baby Potatoes,9.00,44.59,,0.00,0.00,,0.00,0.00,0.00,0.00,9.00,44.59,,,2.22
Truffle Parmesan Frites,9.00,72.97,,0.00,0.00,,0.00,0.00,0.00,0.00,9.00,72.97,,,3.63
Side Orders,731.75,"2,008.99",,0.00,0.00,,0.00,0.00,0.00,0.00,731.75,"2,008.99",,,2.21
Group: Specials,,,,,,,,,,,,,,,
Beouf Bourgignon,12.00,378.38,,0.00,0.00,,0.00,0.00,0.00,0.00,12.00,378.38,,,14.48
Chef Dishes,3.00,81.08,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,81.08,,,3.10
Filet Rossini,16.00,893.70,,0.00,0.00,,0.00,0.00,0.00,0.00,16.00,893.70,,,34.20
Foie Gras,9.00,259.46,,0.00,0.00,,0.00,0.00,0.00,0.00,9.00,259.46,,,9.93
Lamb Shank,6.00,205.40,,0.00,0.00,,0.00,0.00,0.00,0.00,6.00,205.40,,,7.86
Mousse Au Chocolat,62.00,390.98,,0.00,0.00,,0.00,0.00,0.00,0.00,62.00,390.98,,,14.96
Salade Roquettes & Crevettes,26.00,404.07,,0.00,0.00,,0.00,0.00,0.00,0.00,26.00,404.07,,,15.46
Specials,134.00,"2,613.07",,0.00,0.00,,0.00,0.00,0.00,0.00,134.00,"2,613.07",,,2.80
Group: Starters,,,,,,,,,,,,,,,
,,,,,,To Date: 31-Jan-2026,,,,,,,,,
14-Feb-26,,,From Date: 01-Jan-2026,,,,,,,,,,Page 11 of, 41,
Summary Of Sales by Items,,,,,,,,,,,,,,,
Description,Qty,Mode 1,,Qty,Mode 2,,Qty,Mode 3,Qty,Mode 4,Qty,Total Amount,,,%
Baguette White,345.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,345.00,0.00,,,0.00
Bone Marrow Plate,48.00,951.36,,0.00,0.00,,0.00,0.00,0.00,0.00,48.00,951.36,,,7.47
Burrata,85.00,"1,378.36",,0.00,0.00,,0.00,0.00,0.00,0.00,85.00,"1,378.36",,,10.82
Calamars Frits,85.00,"1,301.78",,0.00,0.00,,0.00,0.00,0.00,0.00,85.00,"1,301.78",,,10.22
Crab Cakes,33.00,535.13,,0.00,0.00,,0.00,0.00,0.00,0.00,33.00,535.13,,,4.20
Duck Spring Rolls,51.00,735.12,,0.00,0.00,,0.00,0.00,0.00,0.00,51.00,735.12,,,5.77
Escargots 12 Pieces,29.00,574.78,,0.00,0.00,,0.00,0.00,0.00,0.00,29.00,574.78,,,4.51
Escargots 6 Pieces,65.00,644.15,,0.00,0.00,,0.00,0.00,0.00,0.00,65.00,644.15,,,5.06
Extra Bone Marrow,3.00,27.03,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,27.03,,,0.21
FIRE,509.00,0.00,,1.00,0.00,,0.00,0.00,0.00,0.00,510.00,0.00,,,0.00
Hold,527.00,0.00,,1.00,0.00,,0.00,0.00,0.00,0.00,528.00,0.00,,,0.00
Poelee De Champignons,119.00,"1,500.94",,0.00,0.00,,0.00,0.00,0.00,0.00,119.00,"1,500.94",,,11.78
Salade De Lentilles,32.00,345.95,,0.00,0.00,,0.00,0.00,0.00,0.00,32.00,345.95,,,2.72
Soup A L'Oignon Gratinee,407.00,"3,299.96",,0.00,0.00,,0.00,0.00,0.00,0.00,407.00,"3,299.96",,,25.90
Soupe Du Jour,61.00,494.59,,0.00,0.00,,0.00,0.00,0.00,0.00,61.00,494.59,,,3.88
Tartare De Saumon,39.00,702.70,,0.00,0.00,,0.00,0.00,0.00,0.00,39.00,702.70,,,5.52
Tarte Fine De Chevre Frais,23.00,248.65,,0.00,0.00,,0.00,0.00,0.00,0.00,23.00,248.65,,,1.95
Starters,"2,461.00","12,740.49",,2.00,0.00,,0.00,0.00,0.00,0.00,"2,463.00","12,740.49",,,12.00
Group: Weekday Lunch OFFER,,,,,,,,,,,,,,,
7up Lunch Offer,14.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,14.00,0.00,,,0.00
Boeuf Stroganoff,44.00,604.51,,0.00,0.00,,0.00,0.00,0.00,0.00,44.00,604.51,,,15.93
Couqley Steak Frites Lunch,93.00,"1,843.25",,0.00,0.00,,0.00,0.00,0.00,0.00,93.00,"1,843.25",,,48.56
Diet 7up Lunch Offer,29.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,29.00,0.00,,,0.00
,,,,,,To Date: 31-Jan-2026,,,,,,,,,
14-Feb-26,,,From Date: 01-Jan-2026,,,,,,,,,,Page 12 of, 41,
Summary Of Sales by Items,,,,,,,,,,,,,,,
Description,Qty,Mode 1,,Qty,Mode 2,,Qty,Mode 3,Qty,Mode 4,Qty,Total Amount,,,%
Diet Pepsi Lunch Offer,67.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,67.00,0.00,,,0.00
Lunch Offer Sea Bass,1.00,27.93,,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,27.93,,,0.74
Pepsi Lunch Offer,47.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,47.00,0.00,,,0.00
Pepsi Zero Lunch Offer,11.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,11.00,0.00,,,0.00
Poulet Frites Lunch,7.00,107.21,,0.00,0.00,,0.00,0.00,0.00,0.00,7.00,107.21,,,2.82
Poulet Frites Sandwich,16.00,201.81,,0.00,0.00,,0.00,0.00,0.00,0.00,16.00,201.81,,,5.32
Steak Frites Sandwich,66.00,"1,010.80",,0.00,0.00,,0.00,0.00,0.00,0.00,66.00,"1,010.80",,,26.63
Weekday Lunch OFFER,395.00,"3,795.50",,0.00,0.00,,0.00,0.00,0.00,0.00,395.00,"3,795.50",,,3.45
Food,"11,060.25","110,006.24",,2.00,0.00,,0.00,0.00,0.00,0.00,"11,062.25","110,006.24",,,97.86
Division: Non Alcoholic Beverages,,,,,,,,,,,,,,,
Group: Cold Drinks,,,,,,,,,,,,,,,
7up,39.00,105.42,,0.00,0.00,,0.00,0.00,0.00,0.00,39.00,105.42,,,1.85
Diet 7up,79.00,213.53,,0.00,0.00,,0.00,0.00,0.00,0.00,79.00,213.53,,,3.74
Diet Pepsi,284.00,767.60,,0.00,0.00,,0.00,0.00,0.00,0.00,284.00,767.60,,,13.45
Ginger Ale,6.00,16.22,,0.00,0.00,,0.00,0.00,0.00,0.00,6.00,16.22,,,0.28
Iced Tea,42.00,113.52,,0.00,0.00,,0.00,0.00,0.00,0.00,42.00,113.52,,,1.99
Lemonade,19.00,59.91,,0.00,0.00,,0.00,0.00,0.00,0.00,19.00,59.91,,,1.05
Minted Frozen Lemonade,3.00,13.51,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,13.51,,,0.24
Orange Juice,22.00,79.28,,0.00,0.00,,0.00,0.00,0.00,0.00,22.00,79.28,,,1.39
Pepsi,122.00,329.75,,0.00,0.00,,0.00,0.00,0.00,0.00,122.00,329.75,,,5.78
Pepsi Zero,27.00,72.97,,0.00,0.00,,0.00,0.00,0.00,0.00,27.00,72.97,,,1.28
San Pellegrino Large,222.00,"1,199.91",,0.00,0.00,,0.00,0.00,0.00,0.00,222.00,"1,199.91",,,21.02
San Pellegrino Small,108.00,291.91,,0.00,0.00,,0.00,0.00,0.00,0.00,108.00,291.91,,,5.11
,,,,,,To Date: 31-Jan-2026,,,,,,,,,
14-Feb-26,,,From Date: 01-Jan-2026,,,,,,,,,,Page 13 of, 41,
Summary Of Sales by Items,,,,,,,,,,,,,,,
Description,Qty,Mode 1,,Qty,Mode 2,,Qty,Mode 3,Qty,Mode 4,Qty,Total Amount,,,%
Soda,2.00,5.41,,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,5.41,,,0.09
Tonic,5.00,13.51,,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,13.51,,,0.24
Water Large,673.00,"2,425.48",,0.00,0.00,,0.00,0.00,0.00,0.00,673.00,"2,425.48",,,42.49
Cold Drinks,"1,653.00","5,707.94",,0.00,0.00,,0.00,0.00,0.00,0.00,"1,653.00","5,707.94",,,100.00
Group: Hot Drinks,,,,,,,,,,,,,,,
Cafe Blanc,29.00,52.25,,0.00,0.00,,0.00,0.00,0.00,0.00,29.00,52.25,,,8.76
Cappuccino,16.00,50.45,,0.00,0.00,,0.00,0.00,0.00,0.00,16.00,50.45,,,8.45
Espresso Decaf,15.00,33.78,,0.00,0.00,,0.00,0.00,0.00,0.00,15.00,33.78,,,5.66
Espresso Doppio,29.00,104.51,,0.00,0.00,,0.00,0.00,0.00,0.00,29.00,104.51,,,17.51
Espresso Intenso,108.00,243.24,,0.00,0.00,,0.00,0.00,0.00,0.00,108.00,243.24,,,40.75
Hot Chocolate,3.00,9.46,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,9.46,,,1.58
Latte,7.00,22.07,,0.00,0.00,,0.00,0.00,0.00,0.00,7.00,22.07,,,3.70
Tea,45.00,81.09,,0.00,0.00,,0.00,0.00,0.00,0.00,45.00,81.09,,,13.59
Hot Drinks,252.00,596.86,,0.00,0.00,,0.00,0.00,0.00,0.00,252.00,596.86,,,9.47
Non Alcoholic Beverages,"1,905.00","6,304.79",,0.00,0.00,,0.00,0.00,0.00,0.00,"1,905.00","6,304.79",,,5.31
Division: Wine,,,,,,,,,,,,,,,
Group: By the Glass & Carafe,,,,,,,,,,,,,,,
Carafe Blanc de Blanc,18.00,243.25,,0.00,0.00,,0.00,0.00,0.00,0.00,18.00,243.25,,,4.42
Carafe Bordeaux Superieur,37.00,833.35,,0.00,0.00,,0.00,0.00,0.00,0.00,37.00,833.35,,,15.15
Carafe Entre 2 Mers White,3.00,72.97,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,72.97,,,1.33
Carafe House Wine Red,56.75,920.26,,0.00,0.00,,0.00,0.00,0.00,0.00,56.75,920.26,,,16.73
Carafe Kefraya Myst,5.00,63.06,,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,63.06,,,1.15
Carafe Reve Blanc,4.00,54.06,,0.00,0.00,,0.00,0.00,0.00,0.00,4.00,54.06,,,0.98
,,,,,,To Date: 31-Jan-2026,,,,,,,,,
14-Feb-26,,,From Date: 01-Jan-2026,,,,,,,,,,Page 14 of, 41,
Summary Of Sales by Items,,,,,,,,,,,,,,,
Description,Qty,Mode 1,,Qty,Mode 2,,Qty,Mode 3,Qty,Mode 4,Qty,Total Amount,,,%
Glass Blanc de Blanc,68.00,428.82,,0.00,0.00,,0.00,0.00,0.00,0.00,68.00,428.82,,,7.80
Glass Bordeaux Superieur,132.00,"1,070.26",,0.00,0.00,,0.00,0.00,0.00,0.00,132.00,"1,070.26",,,19.46
Glass Entre Deux Mers White,18.00,145.94,,0.00,0.00,,0.00,0.00,0.00,0.00,18.00,145.94,,,2.65
Glass House Wine Red,177.00,"1,275.64",,0.00,0.00,,0.00,0.00,0.00,0.00,177.00,"1,275.64",,,23.19
Glass Kefraya Myst,19.00,102.70,,0.00,0.00,,0.00,0.00,0.00,0.00,19.00,102.70,,,1.87
Glass Reve Blanc,14.00,88.29,,0.00,0.00,,0.00,0.00,0.00,0.00,14.00,88.29,,,1.61
Glass Sparkling Wine,28.00,201.80,,0.00,0.00,,0.00,0.00,0.00,0.00,28.00,201.80,,,3.67
By the Glass & Carafe,579.75,"5,500.41",,0.00,0.00,,0.00,0.00,0.00,0.00,579.75,"5,500.41",,,100.00
Group: Prosecco,,,,,,,,,,,,,,,
Martini Prosecco,4.00,100.90,,0.00,0.00,,0.00,0.00,0.00,0.00,4.00,100.90,,,100.00
Prosecco,4.00,100.90,,0.00,0.00,,0.00,0.00,0.00,0.00,4.00,100.90,,,1.80
Group: Red Wine - Europe,,,,,,,,,,,,,,,
Civetta Chianti DOCG,1.00,55.86,,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,55.86,,,13.25
Il Nero Sangiovese Del Rubicone NV,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00
Linteo Negroamaro Salento,2.00,88.29,,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,88.29,,,20.94
Ribera Del Duero,3.00,210.81,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,210.81,,,50.00
Victoria Tournon Mathilda,1.00,66.67,,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,66.67,,,15.81
Red Wine - Europe,7.00,421.62,,0.00,0.00,,0.00,0.00,0.00,0.00,7.00,421.62,,,7.00
Group: Red Wine - France,,,,,,,,,,,,,,,
Chateau de France,1.00,118.92,,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,118.92,,,7.64
Chateau Jean Blanc Saint Emilion Grand Cru 2022,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00
Clou Du Pin Bordeaux Superieur,7.00,296.39,,0.00,0.00,,0.00,0.00,0.00,0.00,7.00,296.39,,,19.04
Cote Rotie Becasse 2020,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00
,,,,,,To Date: 31-Jan-2026,,,,,,,,,
14-Feb-26,,,From Date: 01-Jan-2026,,,,,,,,,,Page 15 of, 41,
Summary Of Sales by Items,,,,,,,,,,,,,,,
Description,Qty,Mode 1,,Qty,Mode 2,,Qty,Mode 3,Qty,Mode 4,Qty,Total Amount,,,%
CÔTES DU RHÔNE aprices d’Antoine 2023,3.00,151.35,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,151.35,,,9.72
Gigondas 2015,1.00,72.07,,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,72.07,,,4.63
GIGONDAS M Chapoutier Les Jocasses 2021 Rhone,2.00,194.59,,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,194.59,,,12.50
"HAUT MÉDOC  Château Lamothe Bergeron 2016, Bordeaux",5.00,364.87,,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,364.87,,,23.44
"Margaux, Chateau La Gurgue",2.00,212.61,,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,212.61,,,13.66
Marjosse Bordeaux Superieur,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00
PAYS D’OC Oriolus Pinot Noir Cheval Quancard 2023,1.00,56.76,,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,56.76,,,3.65
Vielle Ferme Beaucastel 2023,3.00,89.19,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,89.19,,,5.73
Red Wine - France,25.00,"1,556.75",,0.00,0.00,,0.00,0.00,0.00,0.00,25.00,"1,556.75",,,20.54
Group: Red Wine - Lebanon,,,,,,,,,,,,,,,
Altitudes Ixsir,18.00,535.14,,0.00,0.00,,0.00,0.00,0.00,0.00,18.00,535.14,,,25.60
Chateau Marsyas Red,9.00,608.11,,0.00,0.00,,0.00,0.00,0.00,0.00,9.00,608.11,,,29.09
Couqley By Iris Domain,5.00,97.30,,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,97.30,,,4.66
Hochar,5.00,234.24,,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,234.24,,,11.21
Ksara Cabernet Sauvignon,8.00,252.26,,0.00,0.00,,0.00,0.00,0.00,0.00,8.00,252.26,,,12.07
Levantine Rouge 2022,5.00,202.70,,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,202.70,,,9.70
Litaj,1.00,41.44,,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,41.44,,,1.98
Phoenician Gate,3.00,118.92,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,118.92,,,5.69
Red Wine - Lebanon,54.00,"2,090.10",,0.00,0.00,,0.00,0.00,0.00,0.00,54.00,"2,090.10",,,21.61
Group: Rose Wine,,,,,,,,,,,,,,,
Myst Rose,3.50,59.91,,0.00,0.00,,0.00,0.00,0.00,0.00,3.50,59.91,,,100.00
Rose Wine,3.50,59.91,,0.00,0.00,,0.00,0.00,0.00,0.00,3.50,59.91,,,0.62
Group: White Wine - Europe,,,,,,,,,,,,,,,
,,,,,,To Date: 31-Jan-2026,,,,,,,,,
14-Feb-26,,,From Date: 01-Jan-2026,,,,,,,,,,Page 16 of, 41,
Summary Of Sales by Items,,,,,,,,,,,,,,,
Description,Qty,Mode 1,,Qty,Mode 2,,Qty,Mode 3,Qty,Mode 4,Qty,Total Amount,,,%
Pinot Grigio Magna Terra 2024,2.00,75.68,,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,75.68,,,100.00
White Wine - Europe,2.00,75.68,,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,75.68,,,0.77
Group: White Wine - Lebanon,,,,,,,,,,,,,,,
Altitudes Ixsir Lebanon,5.00,144.15,,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,144.15,,,46.54
Blanc de Blanc Btl,5.00,99.10,,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,99.10,,,32.00
Château Trois Collines “Naysa”,1.00,18.92,,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,18.92,,,6.11
Reve Blanc,2.40,47.57,,0.00,0.00,,0.00,0.00,0.00,0.00,2.40,47.57,,,15.36
White Wine - Lebanon,13.40,309.73,,0.00,0.00,,0.00,0.00,0.00,0.00,13.40,309.73,,,3.06
Wine,688.65,"10,115.10",,0.00,0.00,,0.00,0.00,0.00,0.00,688.65,"10,115.10",,,7.85
Couqley Gemayzeh,"13,915.90","128,826.16",,2.00,0.00,,0.00,0.00,0.00,0.00,"13,917.90","128,826.16",,,
Branch: Couqley dbayeh ⁠,,,,,,,,,,,,,,,
Division: Alcoholic Beverages,,,,,,,,,,,,,,,
Group: Apero,,,,,,,,,,,,,,,
Gin Basil AP,6.00,32.43,,0.00,0.00,,0.00,0.00,0.00,0.00,6.00,32.43,,,55.38
Margarita AP,3.00,16.22,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,16.22,,,27.69
Martini Prosecco GLS AP,2.00,9.91,,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,9.91,,,16.92
Apero,11.00,58.56,,0.00,0.00,,0.00,0.00,0.00,0.00,11.00,58.56,,,100.00
Group: Beers,,,,,,,,,,,,,,,
Almaza,35.00,157.68,,0.00,0.00,,0.00,0.00,0.00,0.00,35.00,157.68,,,74.47
Almaza Light,12.00,54.06,,0.00,0.00,,0.00,0.00,0.00,0.00,12.00,54.06,,,25.53
Draft Elmir Pilsner,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00
Beers,47.00,211.74,,0.00,0.00,,0.00,0.00,0.00,0.00,47.00,211.74,,,78.34
Group: Cocktails,,,,,,,,,,,,,,,
,,,,,,To Date: 31-Jan-2026,,,,,,,,,
14-Feb-26,,,From Date: 01-Jan-2026,,,,,,,,,,Page 17 of, 41,
Summary Of Sales by Items,,,,,,,,,,,,,,,
Description,Qty,Mode 1,,Qty,Mode 2,,Qty,Mode 3,Qty,Mode 4,Qty,Total Amount,,,%
Amaretto Sour,2.00,19.82,,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,19.82,,,3.37
Aperol Spritz,3.00,35.14,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,35.14,,,5.98
Bloody Mary Vodka,2.00,19.82,,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,19.82,,,3.37
Espresso Martini,3.00,29.73,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,29.73,,,5.06
Gin Basil,15.00,148.65,,0.00,0.00,,0.00,0.00,0.00,0.00,15.00,148.65,,,25.31
Margarita,12.00,118.92,,0.00,0.00,,0.00,0.00,0.00,0.00,12.00,118.92,,,20.25
Mojito Rum,4.00,39.64,,0.00,0.00,,0.00,0.00,0.00,0.00,4.00,39.64,,,6.75
Negroni,6.00,48.65,,0.00,0.00,,0.00,0.00,0.00,0.00,6.00,48.65,,,8.28
Off the menu Cocktail,1.00,9.01,,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,9.01,,,1.53
Old Fashioned,5.00,54.05,,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,54.05,,,9.20
Passion Fruit Martini,3.00,32.43,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,32.43,,,5.52
Spritz,1.00,11.71,,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,11.71,,,1.99
Whisky Sour,2.00,19.82,,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,19.82,,,3.37
Cocktails,59.00,587.39,,0.00,0.00,,0.00,0.00,0.00,0.00,59.00,587.39,,,68.49
Group: Gin/Vodka,,,,,,,,,,,,,,,
Gordans Gls,2.00,14.41,,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,14.41,,,30.77
Grey Goose Gls,2.00,32.43,,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,32.43,,,69.23
Gin/Vodka,4.00,46.85,,0.00,0.00,,0.00,0.00,0.00,0.00,4.00,46.85,,,5.18
Group: Spirits/Digestif,,,,,,,,,,,,,,,
Lemoncello Shot,4.00,16.22,,0.00,0.00,,0.00,0.00,0.00,0.00,4.00,16.22,,,100.00
Spirits/Digestif,4.00,16.22,,0.00,0.00,,0.00,0.00,0.00,0.00,4.00,16.22,,,1.76
Group: Whiskey,,,,,,,,,,,,,,,
Black Label Gls,14.00,126.13,,0.00,0.00,,0.00,0.00,0.00,0.00,14.00,126.13,,,28.57
,,,,,,To Date: 31-Jan-2026,,,,,,,,,
14-Feb-26,,,From Date: 01-Jan-2026,,,,,,,,,,Page 18 of, 41,
Summary Of Sales by Items,,,,,,,,,,,,,,,
Description,Qty,Mode 1,,Qty,Mode 2,,Qty,Mode 3,Qty,Mode 4,Qty,Total Amount,,,%
Chivas 12Y Gls,3.00,27.03,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,27.03,,,6.12
Chivas 18Y Gls,4.00,64.86,,0.00,0.00,,0.00,0.00,0.00,0.00,4.00,64.86,,,14.69
Glenfiddich 12 Gls,1.00,10.81,,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,10.81,,,2.45
Glenfiddich 15 Gls,6.00,86.49,,0.00,0.00,,0.00,0.00,0.00,0.00,6.00,86.49,,,19.59
Jameson Gls,1.00,7.21,,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,7.21,,,1.63
Laphroaig Gls,2.00,25.23,,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,25.23,,,5.71
Maker's Mark Gls,3.00,35.14,,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,35.14,,,7.96
Monkey Shoulder Gls,5.00,58.56,,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,58.56,,,13.27
Whiskey,39.00,441.44,,0.00,0.00,,0.00,0.00,0.00,0.00,39.00,441.44,,,32.41
Alcoholic Beverages,164.00,"1,362.19",,0.00,0.00,,0.00,0.00,0.00,0.00,164.00,"1,362.19",,,100.00
Division: Food,,,,,,,,,,,,,,,
Group: Boeuf,,,,,,,,,,,,,,,
Bistro Burger,74.00,"1,266.66",,0.00,0.00,,0.00,0.00,0.00,0.00,74.00,"1,266.66",,,2.43
Cote De Boeuf N,14.00,"1,639.64",,0.00,0.00,,0.00,0.00,0.00,0.00,14.00,"1,639.64",,,3.14
Entrecote MB2,53.00,"2,482.89",,0.00,0.00,,0.00,0.00,0.00,0.00,53.00,"2,482.89",,,4.75
Filet De Boeuf Prime,55.00,"2,328.82",,0.00,0.00,,0.00,0.00,0.00,0.00,55.00,"2,328.82",,,4.46
Large Couqley Steak Frites,464.00,"15,257.71",,0.00,0.00,,0.00,0.00,0.00,0.00,464.00,"15,257.71",,,29.21
Large Mushroom Steak Frites,52.00,"1,827.02",,0.00,0.00,,0.00,0.00,0.00,0.00,52.00,"1,827.02",,,3.50
Regular Couqley Steak Frites,961.00,"23,539.57",,0.00,0.00,,0.00,0.00,0.00,0.00,961.00,"23,539.57",,,45.07
Regular Mushroom Steak Frites,95.00,"2,383.76",,0.00,0.00,,0.00,0.00,0.00,0.00,95.00,"2,383.76",,,4.56
Steak Tartare,28.00,554.96,,0.00,0.00,,0.00,0.00,0.00,0.00,28.00,554.96,,,1.06
Truffle Brie Burger,42.00,945.97,,0.00,0.00,,0.00,0.00,0.00,0.00,42.00,945.97,,,1.81
Boeuf,"1,838.00","52,226.99",,0.00,0.00,,0.00,0.00,0.00,0.00,"1,838.00","52,226.99",,,100.00
,,,,,,To Date: 31-Jan-2026,,,,,,,,,
14-Feb-26,,,From Date: 01-Jan-2026,,,,,,,,,,Page 19 of, 41,
Summary Of Sales by Items,,,,,,,,,,,,,,,
Description,Qty,Mode 1,,Qty,Mode 2,,Qty,Mode 3,Qty,Mode 4,Qty,Total Amount,,,%
Group: Dessert,,,,,,,,,,,,,,,
Creme Brulee,60.00,432.42,,0.00,0.00,,0.00,0.00,0.00,0.00,60.00,432.42,,,10.62
Fondant Au Chocolat,63.00,539.21,,0.00,0.00,,0.00,0.00,0.00,0.00,63.00,539.21,,,13.25
Pain Perdu,284.00,"2,814.44",,0.00,0.00,,0.00,0.00,0.00,0.00,284.00,"2,814.44",,,69.15
Sorbets And Ice Cream,64.00,172.98,,0.00,0.00,,0.00,0.00,0.00,0.00,64.00,172.98,,,4.25
Tarte Du Jour,13.00,111.27,,0.00,0.00,,0.00,0.00,0.00,0.00,13.00,111.27,,,2.73
Dessert,484.00,"4,070.32",,0.00,0.00,,0.00,0.00,0.00,0.00,484.00,"4,070.32",,,7.23
Group: Formulas,,,,,,,,,,,,,,,
Baron Carafe MONDAY,26.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,26.00,0.00,,,0.00
Creme Brulee MONDAY Formula,4.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,4.00,0.00,,,0.00
Extra Large Portion,41.00,277.04,,0.00,0.00,,0.00,0.00,0.00,0.00,41.00,277.04,,,11.44
Fondant Au Chocolat MONDAY Formula,8.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,8.00,0.00,,,0.00
Pain Perdu MONDAY Formula,22.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,22.00,0.00,,,0.00
Petit Couvent Carafe MONDAY,5.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,0.00,,,0.00
Steak Frites Monday's Formula,35.00,"2,081.07",,0.00,0.00,,0.00,0.00,0.00,0.00,35.00,"2,081.07",,,85.95
Toters Bundle,1.00,63.06,,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,63.06,,,2.60
